page,imdb_id,title,year,rating,rating_count,runtime_minutes,certificate,genres,plot,url
3,tt6644200,A Quiet Place,2018,7.5,649974,90,PG-13,"Drama, Horror, Sci-Fi",A family struggles for survival in a world invaded by blind alien creatures with ultra-sensitive hearing.,https://www.imdb.com/title/tt6644200/
3,tt1727824,Bohemian Rhapsody,2018,7.9,638601,134,PG-13,"Biography, Drama, Music","With his impeccable vocal abilities, Freddie Mercury and his rock band, Queen, achieve superstardom. However, amidst his skyrocketing success, he grapples with his ego, sexuality and a fatal illness.",https://www.imdb.com/title/tt1727824/
3,tt0097165,Dead Poets Society,1989,8.1,637459,128,PG,"Comedy, Drama","Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.",https://www.imdb.com/title/tt0097165/
3,tt1343092,The Great Gatsby,2013,7.2,637085,143,PG-13,"Drama, Romance","A writer and wall street trader, Nick Carraway, finds himself drawn to the past and lifestyle of his mysterious millionaire neighbor, Jay Gatsby, amid the riotous parties of the Jazz Age.",https://www.imdb.com/title/tt1343092/
3,tt0470752,Ex Machina,2014,7.7,632239,108,R,"Drama, Sci-Fi, Thriller",A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,https://www.imdb.com/title/tt0470752/
3,tt1276104,Looper,2012,7.4,625483,119,R,"Action, Drama, Sci-Fi","In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",https://www.imdb.com/title/tt1276104/
3,tt0450259,Blood Diamond,2006,8,620999,143,R,"Adventure, Drama, Thriller","A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",https://www.imdb.com/title/tt0450259/
3,tt6710474,Everything Everywhere All at Once,2022,7.7,619903,139,R,"Action, Adventure, Comedy",A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,https://www.imdb.com/title/tt6710474/
3,tt0454921,The Pursuit of Happyness,2006,8,612795,117,PG-13,"Biography, Drama",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,https://www.imdb.com/title/tt0454921/
3,tt0112641,Casino,1995,8.2,612134,178,R,"Crime, Drama","In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",https://www.imdb.com/title/tt0112641/
3,tt1022603,500 Days of Summer,2009,7.6,610873,95,PG-13,"Comedy, Drama, Romance","After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.",https://www.imdb.com/title/tt1022603/
3,tt0332452,Troy,2004,7.3,609701,163,R,"Action, Adventure, Drama","An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces.",https://www.imdb.com/title/tt0332452/
3,tt1570728,"Crazy, Stupid, Love.",2011,7.4,608540,118,PG-13,"Comedy, Drama, Romance","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",https://www.imdb.com/title/tt1570728/
3,tt0409459,Watchmen,2009,7.6,607696,162,R,"Action, Drama, Mystery","In a version of 1985 where superheroes exist, the murder of a colleague sends active vigilante Rorschach on the trail of a conspiracy that will change the course of history.",https://www.imdb.com/title/tt0409459/
3,tt1318514,Rise of the Planet of the Apes,2011,7.6,602112,105,PG-13,"Action, Drama, Sci-Fi",A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,https://www.imdb.com/title/tt1318514/
3,tt2713180,Fury,2014,7.6,600472,134,R,"Action, Drama, War","A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",https://www.imdb.com/title/tt2713180/
3,tt5027774,"Three Billboards Outside Ebbing, Missouri",2017,8.1,599781,115,R,"Comedy, Crime, Drama",A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,https://www.imdb.com/title/tt5027774/
3,tt1659337,The Perks of Being a Wallflower,2012,7.9,588081,103,PG-13,Drama,A pair of charismatic seniors take socially awkward Charlie under their wing.,https://www.imdb.com/title/tt1659337/
3,tt0095953,Rain Man,1988,8,579449,133,R,Drama,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance.",https://www.imdb.com/title/tt0095953/
3,tt0945513,Source Code,2011,7.5,578213,93,PG-13,"Action, Drama, Mystery",A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.,https://www.imdb.com/title/tt0945513/
3,tt0314331,Love Actually,2003,7.5,577546,135,R,"Comedy, Drama, Romance","Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.",https://www.imdb.com/title/tt0314331/
3,tt0467406,Juno,2007,7.4,569917,96,PG-13,"Comedy, Drama","Faced with an unplanned pregnancy, an offbeat young woman makes a selfless decision regarding the unborn child.",https://www.imdb.com/title/tt0467406/
3,tt0047396,Rear Window,1954,8.5,564856,112,PG,"Drama, Mystery, Thriller",A bored photographer recovering from a broken leg passes the time by watching his neighbors and begins to suspect one of them of murder.,https://www.imdb.com/title/tt0047396/
3,tt2179136,American Sniper,2014,7.3,564395,133,R,"Action, Biography, Drama","Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.",https://www.imdb.com/title/tt2179136/
3,tt0206634,Children of Men,2006,7.9,561210,109,R,"Drama, Sci-Fi, Thriller","In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",https://www.imdb.com/title/tt0206634/
3,tt0099487,Edward Scissorhands,1990,7.8,560871,105,PG-13,"Drama, Fantasy, Romance",The solitary life of an artificial man with scissors for hands is upended when he is taken in by a suburban family.,https://www.imdb.com/title/tt0099487/
3,tt1950186,Ford v Ferrari,2019,8.1,559273,152,PG-13,"Action, Biography, Drama",American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,https://www.imdb.com/title/tt1950186/
3,tt1979320,Rush,2013,8.1,553480,123,R,"Biography, Drama, Sport","James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.",https://www.imdb.com/title/tt1979320/
3,tt0449059,Little Miss Sunshine,2006,7.8,552490,101,R,"Comedy, Drama",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,https://www.imdb.com/title/tt0449059/
3,tt0289879,The Butterfly Effect,2004,7.6,551836,113,R,"Drama, Sci-Fi, Thriller","Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",https://www.imdb.com/title/tt0289879/
3,tt0038650,It's a Wonderful Life,1946,8.6,550566,130,PG,"Drama, Family, Fantasy",An angel is sent from Heaven to help a desperately frustrated businessman see the value of his own life.,https://www.imdb.com/title/tt0038650/
3,tt0092099,Top Gun,1986,7,545045,110,PG,"Action, Drama","The Top Gun Naval Fighter Weapons School is where the best of the best train to refine their elite flying skills. When hotshot fighter pilot Maverick is sent to the school, his reckless attitude and cocky demeanor put him at odds with the other pilots, especially the cool and collected Iceman.",https://www.imdb.com/title/tt0092099/
4,tt0790636,Dallas Buyers Club,2013,7.9,544592,117,R,"Biography, Drama","In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",https://www.imdb.com/title/tt0790636/
4,tt0448157,Hancock,2008,6.4,535744,92,R,"Action, Comedy, Drama",Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,https://www.imdb.com/title/tt0448157/
4,tt0289043,28 Days Later,2002,7.5,535643,113,R,"Drama, Horror, Sci-Fi","Four weeks after a mysterious, incurable virus spreads throughout the United Kingdom, a handful of survivors try to find sanctuary.",https://www.imdb.com/title/tt0289043/
4,tt1596363,The Big Short,2015,7.8,532004,130,R,"Biography, Comedy, Drama","In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.",https://www.imdb.com/title/tt1596363/
4,tt1895587,Spotlight,2015,8.1,530897,129,R,"Biography, Crime, Drama","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",https://www.imdb.com/title/tt1895587/
4,tt0362227,The Terminal,2004,7.4,530587,128,PG-13,"Comedy, Drama, Romance",An Eastern European tourist unexpectedly finds himself stranded at JFK airport and must take up temporary residence there.,https://www.imdb.com/title/tt0362227/
4,tt3397884,Sicario,2015,7.7,529181,121,R,"Action, Crime, Drama",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,https://www.imdb.com/title/tt3397884/
4,tt1291584,Warrior,2011,8.1,525079,140,PG-13,"Action, Drama, Sport","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",https://www.imdb.com/title/tt1291584/
4,tt1568346,The Girl with the Dragon Tattoo,2011,7.8,524655,158,R,"Crime, Drama, Mystery",Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by hacker Lisbeth Salander.,https://www.imdb.com/title/tt1568346/
4,tt1454029,The Help,2011,8.1,524508,146,PG-13,Drama,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",https://www.imdb.com/title/tt1454029/
4,tt0335266,Lost in Translation,2003,7.7,523338,102,R,"Comedy, Drama",A fading movie star falls for a lonely young woman in Tokyo.,https://www.imdb.com/title/tt0335266/
4,tt0458352,The Devil Wears Prada,2006,7,522063,109,PG-13,"Comedy, Drama","With an aspiration to become a journalist, Andy, a smart but sensible young graduate, travels to New York. She starts working as an assistant to one of the city's biggest high fashion magazine editors, the cynical Miranda Priestly.",https://www.imdb.com/title/tt0458352/
4,tt1099212,Twilight,2008,5.4,521268,122,PG-13,"Drama, Fantasy, Romance","When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.",https://www.imdb.com/title/tt1099212/
